heb_token,eng_word,num,gen
מרפאת,merapēʔt,sg,fm
אות,ʔot,sg,ms
שטח,šēṭax,sg,ms
קופסת,qufsāt,sg,fm
ציפוי,cipūy,sg,ms
דובדבנים,duvdevanīm,pl,ms
חוכמה,xoḳmā,sg,fm
תחרות,taxarūt,sg,fm
דפניר,dafniyār,sg,ms
נדודך,bendodḳā,sg,ms
דפיקה,dfiqā,sg,fm
עצב,ʕēcev,sg,ms
טורקיז,ṭurqīz,sg,ms
פצירה,pcirā,sg,fm
שבר,šēver,sg,ms
פיקה,piqā,sg,fm
קוקוס,qōqus,sg,ms
מצעד,micʕād,sg,ms
שטות,šṭut,sg,fm
פרצופה,parcufāh,sg,ms
עין,ʕeyn,sg,fm
דו,du_ṣīax,sg,ms
פתיחה,ptixā,sg,fm
אלון,ʔalōn,sg,ms
סופו,sofō,sg,ms
טרקטור,ṭrāqṭor,sg,ms
הסבר,hesbēr,sg,ms
קערת,qeʕarāt,sg,fm
אסלה,ʔaslā,sg,fm
עירום,ʕeyrōm,sg,ms
חודשיים,xodšāyim,,ms
רצועה,recuʕā,sg,fm
מורד,morād,sg,ms
כלבלבים,klavlavīm,pl,ms
תרגילי,targilēy,pl,ms
חורשה,xuršā,sg,fm
חבובתי,xabubatī,sg,fm
גרוד,gerūd,sg,ms
קיבוץ,qibūc,sg,ms
תנינים,taninīm,pl,ms
בעיה,beʕayā,sg,fm
שיח,ṣīax,sg,ms
סנדוויצ,sēndwiç,sg,ms
טבח,ṭabāx,sg,ms
ביתספר,beytsēfer,sg,ms
עבודות,ʕavodōt,pl,fm
ליצנית,leycanīt,sg,fm
צלילי,clilēy,pl,ms
להקת,lehaqāt,sg,fm
קשר,qēšer,sg,ms
תחתוני,taxtonāy,pl,ms
קשקוש,qišqūš,sg,ms
בילויים,biluyīm,pl,ms
קרוקודיל,qroqodīl,sg,ms
שן,šen,sg,fm
חגורה,xagorā,sg,fm
שפם,ṣafām,sg,ms
הצבת,cvat,sg,ms
מקרים,miqrīm,pl,ms
סבים,savīm,pl,ms
קפיצה,qficā,sg,fm
חמסין,xamsīn,sg,
אופנוע,ʔofanōaʕ,sg,ms
פעמון,paʕamōn,sg,ms
דוושות,dawšōt,pl,fm
פדלים,pedālim,pl,ms
עצמם,ʕacmām,sg,fm
בתים,batīm,pl,ms
דמעה,dimʕā,sg,fm
שערה,ṣeʕarā,sg,fm
ברירה,breyrā,sg,fm
סודות,sodōt,pl,ms
צמות,camōt,pl,fm
צמה,camā,sg,fm
טיפות,ṭipōt,pl,fm
זגוגית,zgugīt,sg,fm
גחלילית,gaxlilīt,sg,fm
גחלליות,gaxliliyōt,pl,fm
מיני,sibōt,pl,fm
דרקון,draqōn,sg,ms
תאור,teʔūr,sg,ms
חורים,xorīm,pl,ms
שידה,šidā,sg,fm
נקנקיות,naqniqiyōt,pl,fm
נזלת,nazēlet,sg,fm
כלבים,klavīm,pl,ms
אקווריום,ʔaqwāryum,sg,ms
חולצות,xulcōt,pl,fm
מטריה,miṭriyā,sg,fm
רפואה,refuʔā,sg,fm
מטריות,miṭriyōt,pl,fm
נמלים,nemalīm,pl,fm
קן,qen,sg,ms
מנהרה,minharā,sg,fm
תוכים,tūkim,pl,ms
ברווזה,barwazā,sg,fm
ארנבת,ʔarnēvet,sg,fm
חוק,xoq,sg,ms
נושא,noṣēʔ,sg,ms
ספלים,sfalīm,pl,ms
עכבשים,ʕakavišīm,pl,ms
הגיגים,hagigīm,pl,ms
מלונה,melunā,sg,fm
לביבת,levivāt,sg,fm
מיני,xafacīm,pl,ms
פטיפון,pāṭifon,sg,ms
צידי,cidēy,pl,ms
חמציצים,xamcicīm,pl,ms
מלבנים,malbenīm,pl,ms
גנים,gēnim,pl,ms
מטרות,maṭarōt,pl,fm
תרבותיות,tarbutiyūt,sg,ms
שמלות,ṣmalōt,pl,fm
רופאשניים,rofēʔšināyim,sg,ms
שמאל,ṣmōʔl,sg,ms
שומן,šumān,sg,ms
מצירים,xazirīm,pl,ms
חרטום,xarṭōm,sg,ms
קרש,qēreš,sg,ms
כלוב,kluv,sg,ms
נורית,nurīt,sg,fm
צלילים,clilīm,pl,ms
בלבול,bilbūl,sg,ms
מעשייך,maʕaṣāyiḳ,pl,ms
בזבוז,bizbūz,sg,ms
ליטוף,liṭūf,sg,ms
ליטופים,liṭufīm,pl,ms
נשוקים,nišuqīm,pl,ms
רקיק,raqīq,sg,ms
קציצת,qcicāt,sg,fm
טפטופים,ṭifṭufīm,pl,ms
זרעונים,zerʕonīm,pl,ms
דם,dam,sg,ms
ורידים,wridīm,pl,ms
גאון,gaʔōn,sg,ms
חוכמות,xoḳmōt,pl,fm
דברים,xaḳamīm,pl,ms
מבנה,mivnē,sg,ms
חשבון,xešbōn,sg,fm
שלום,šalō^m,sg,ms
פרור,perūr,sg,ms
פירור,peyrūr,sg,ms
הבדל,hevdēl,sg,ms
משוכה,meṣuḳā,sg,fm
פטפוט,piṭpūṭ,sg,ms
מערכת,maʕarēḳet,sg,fm
רמקול,rāmqol,sg,ms
חובה,xovā,sg,fm
אומץ,ʔōmec,sg,ms
חת,xat,sg,ms
תכשיט,taḳšīṭ,sg,ms
לילות,leylōt,pl,ms
עיקרון,ʕiqarōn,sg,ms
היפוכו,hipuḳō,sg,ms
ספק,safēq,sg,fm
להבה,lehavā,sg,fm
מרגש,margāš,sg,ms
קרקע,qārqaʕ,sg,fm
שמנת,šamēnet,sg,fm
ויטמינים,wiṭamīnim,pl,ms
כרמים,kramīm,pl,ms
שדות,ṣadōt,pl,ms
קומות,qomōt,pl,fm
קומה,qomā,sg,fm
ביתה,beytāh,sg,ms
משכבה,miškavāh,sg,ms
סנאית,snaʔīt,sg,fm
שלט,šēleṭ,sg,ms
דירה,dirā,sg,fm
עולה,ʕolā,sg,fm
מסדרון,misdarōn,sg,ms
דירות,dirōt,pl,fm
ארנבות,ʔarnavōt,pl,fm
כינים,kinīm,pl,fm
סיגר,sigār,sg,ms
עולה,ʕolē,sg,ms
זמיר,zamīr,sg,ms
זיכרון,zikarōn,sg,ms
יונה,yonā,sg,fm
חוכמותיה,xoḳmotēyha,pl,fm
צמחים,cmaxīm,pl,ms
סרגל,sargēl,sg,ms
מדידה,medidā,sg,fm
אורך,ʔōreḳ,sg,ms
מידה,midā,sg,fm
קצרים,qcarīm,pl,ms
משפט,mišpāṭ,sg,ms
בור,bor,sg,ms
ארוחתמנחה,ʔaruxātminxā,sg,fm
פרוסה,prusā,sg,fm
עורבים,ʕorvīm,pl,ms
קילו,qīlo,sg,ms
קוד,qod,sg,ms
מורה,morē,sg,ms
שרשרת,šaršēret,sg,fm
חמד,xēmed,sg,ms
חודש,xōdeš,sg,ms
חודשים,xodašīm,pl,ms
סנדוויצ,sēndwiçim,pl,ms
סבתות,savtōt,pl,fm
בדיחה,bdixā,sg,fm
בדיחות,bdixōt,pl,fm
מנגו,māngo,sg,ms
לוחות,luxōt,pl,ms
איילת,ʔayēlet,sg,fm
רעפים,reʕafīm,pl,ms
חקלאים,xaqlaʔīm,pl,ms
ילדות,yeladōt,pl,fm
זה,banaʔīm,pl,ms
ייבוש,yibūš,sg,ms
שמש,šamāš,sg,ms
כדים,kadīm,pl,ms
גמלים,gmalīm,pl,ms
תוף,tof,sg,ms
חכה,xakā,sg,fm
מזמור,mizmōr,sg,ms
לחץ,lāxac,sg,ms
ותרנית,watranīt,sg,fm
חיבה,xibā,sg,fm
כול,ṣixīm,pl,ms
חזירות,xazirūt,sg,ms
זריקת,zriqāt,sg,fm
צהו,gvinā_cehubā,sg,fm
חווה,xawā,sg,fm
מכות,makōt,pl,fm
פאזל,pāʔzel,sg,ms
מלון,melōn,sg,ms
שפה,ṣafā,sg,fm
ספרות,sfarōt,pl,fm
אפס,ʔēfes,sg,ms
סימנים,simanīm,pl,ms
עלים,ʕalīm,pl,ms
משטחים,mišṭaxīm,pl,ms
קוקיות,quqiyōt,pl,fm
חוכמתך,xoḳmatēḳ,sg,fm
פסנתר,psantēr,sg,ms
כיסויי,kisuyēy,pl,ms
כדורגל,kadurēgel,sg,ms
נחיר,nexīr,sg,ms
עטלף,ʕaṭalēf,sg,ms
קשקושים,qišqušīm,pl,ms
גרגירי,gargirēy,pl,ms
מאייד,meʔayēd,sg,ms
רגעים,regaʕīm,pl,ms
קשים,qašīm,pl,ms
נשימה,nešimā,sg,fm
פרחח,pirxāx,sg,ms
שוטרים,šoṭrīm,pl,ms
מלכה,malkā,sg,fm
אבות,ʔavōt,pl,ms
דגלים,dgalīm,pl,ms
גד,gad,sg,ms
תומו,tumō,sg,ms
בעיה,baʕayā,sg,fm
מרחבים,merxavīm,pl,ms
צלב,clav,sg,ms
חוץ,xuc_le_ʔārec,sg,ms
עיתונים,ʕitonīm,pl,ms
תרגילים,targilīm,pl,ms
ראשן,roʔšān,sg,ms
ראשנים,roʔšanīm,pl,ms
אמיתי,ʔamitī,sg,fm
זברה,zēbra,sg,fm
ראשה,roʔšāh,sg,ms
קצווות,qcawōt,pl,ms
משקפת,mišqēfet,sg,fm
שנת,šnat,sg,fm
עניניה,ʕinyanēyha,pl,ms
רהיטים,rehiṭīm,pl,ms
ביתמלון,beytmalōn,sg,ms
אורווה,ʔurwā,sg,fm
עציץ,ʕacīc,sg,ms
שיחה,ṣixā,sg,fm
מכסות,miḳsōt,pl,fm
שמשה,šimšā,sg,fm
זכוכית,zḳuḳīt,sg,fm
בסקוויטים,bisqwīṭim,pl,ms
התלבשות,hitlabšūt,sg,fm
זיקוק,ziqūq,sg,ms
סנדלייך,sandalāyiḳ,pl,ms
קלידוסקופ,qlaydosqōp,sg,ms
שזיפים,šezifīm,pl,ms
רגלייך,raglāyiḳ,pl,fm
פילה,pilā,sg,fm
שערוריה,šaʕaruriyā,sg,fm
זכוכית,zḳuḳīt_magdēlet,sg,fm
בט,ʔaqrobāṭ,sg,ms
זכוכיות,zḳuḳiyōt,pl,fm
סוכריות,sukaryōt,pl,fm
בוגודל,gōdel,sg,ms
הדבקות,hadbaqōt,pl,fm
פתק,pēteq,sg,ms
בדים,badīm,pl,ms
טרפז,ṭrapēz,sg,ms
כוכבים,koḳavīm,pl,ms
מסכה,maseḳā,sg,fm
קרטיב,qārṭiv,sg,ms
אבטיח,ʔavaṭīax,sg,ms
שקדים,šqedīm,pl,ms
שקד,šaqēd,sg,ms
פתח,pētax,sg,ms
רעל,rāʕal,sg,ms
עקרבים,ʕaqrabīm,pl,ms
ימינו,yamēynu,pl,ms
אביב,ʔavīv,sg,ms
כוורת,kawēret,sg,fm
ברבור,barbūr,sg,ms
צדפים,cdafīm,pl,ms
שורות,šurōt,pl,fm
כתיב,ktiv,sg,ms
שתיה,štiyā,sg,fm
צווארון,cawaʔrōn,sg,ms
כמו,gzirōt,pl,fm
מספריים,misparāyim,pl,ms
בדיקות,bdiqōt,pl,fm
הצלבה,haclavā,sg,fm
צורת,curāt,sg,fm
גרזן,garzēn,sg,ms
קרקל,qaraqāl,sg,ms
תלתלים,taltalīm,pl,ms
ספורטאית,sporṭaʔīt,sg,fm
הדבקה,hadbaqā,sg,fm
רשרושים,rišrušīm,pl,ms
ברז,bērez,sg,ms
שפנים,šfanīm,pl,ms
ארנבים,ʔarnavīm,pl,ms
ארנביה,ʔarnavēyha,pl,ms
זנבות,znavōt,pl,ms
מאורה,meʔurā,sg,fm
אשמתנו,ʔašmatēnu,sg,fm
טורים,ṭurīm,pl,ms
גבי,gabēy,pl,ms
צפיות,cipiyōt,pl,fm
גוריה,gurēyha,pl,ms
עכבריה,ʕaḳbarēyha,pl,ms
מעשיה,maʕaṣēyha,pl,ms
ביוב,biyūv,sg,ms
מלכת,malkāt,sg,fm
קפצן,qafcān,sg,ms
מגדלים,migdalīm,pl,ms
מסילות,mesilōt,pl,fm
גזירה,gzirā,sg,fm
שניצל,šnīcel,sg,ms
איברים,ʔeyvarīm,pl,ms
קרטון,qarṭōn,sg,ms
קנטון,qanṭōn,sg,ms
שבוע,šavūaʕ,sg,ms
אקמול,ʔaqamōl,sg,ms
מטבעות,maṭbeʕōt,pl,ms
אפרו,ʔāfro,sg,ms
פרק,parq,sg,ms
ספריה,sifriyā,sg,fm
רמזור,ramzōr,sg,ms
תמרורים,tamrurīm,pl,ms
חו,xovēret,sg,fm
לימוד,nehigā,sg,fm
ריצה,ricā,sg,fm
זבל,zēvel,sg,ms
חצץ,xacāc,sg,ms
פלפל,pilpēl,sg,ms
בטטה,baṭāṭa,sg,fm
הברה,havarā,sg,fm
חזה,xazē,sg,ms
דרדס,dardās,sg,ms
עגיל,ʕagīl,sg,ms
קוט,qōṭeʝ,sg,ms
סלון,salōn,sg,ms
קסטניטות,qasṭanyēṭot,pl,fm
טושים,ṭūšim,pl,ms
מטאטא,maṭaʔṭēʔ,sg,ms
חדרשינה,xadāršeynā,sg,ms
מערה,meʕarā,sg,fm
אופנוע,ʔofnōaʕ,sg,ms
עגילים,ʕagilīm,pl,ms
סבתה,savatāh,sg,fm
שטיח,šaṭīax,sg,ms
סינור,sinōr,sg,ms
אמבולנס,ʔāmbulans,sg,ms
ענינים,ʕinyanīm,pl,ms
תקע,tēqaʕ,sg,ms
מגירה,megirā,sg,fm
משוטים,mešoṭīm,pl,ms
סירתמשוטים,sirātmešoṭīm,sg,fm
מרוץ,merūc,sg,ms
מורה,morā,sg,fm
משוט,mašōṭ,sg,ms
סלסילה,salsilā,sg,fm
משטרה,mišṭarā,sg,fm
דלתות,dlatōt,pl,fm
מפקד,mefaqēd,sg,ms
פן,fen,sg,ms
מכונתתפירה,meḳonāttfirā,sg,fm
מגירות,megeyrōt,pl,fm
כדור,kadūr_porēax,sg,ms
פמוט,pamōṭ,sg,ms
עפרונות,ʕefronōt,pl,ms
תריס,tris,sg,ms
יוקרה,yoqrā,sg,fm
חצר,xacēr,sg,
רימוט,rimōṭ_qonṭrōl,sg,ms
צרור,cror,sg,ms
מפתחות,maftexōt,pl,ms
חופש,xōfeš,sg,ms
מחרשה,maxrešā,sg,fm
צליל,clil,sg,ms
חיבוק,xibūq,sg,ms
בטריות,baṭarīyot,pl,fm
לעשות,sōda,sg,fm
נוף,nof,sg,ms
מכון,maḳōn,sg,ms
חומר,xōmer,sg,ms
קרוסלה,qarusēla,sg,fm
סקטים,sqēṭim,pl,ms
מחסן,maxsān,sg,ms
שלב,šalāv,sg,ms
עוגתשוקולד,ʕugātšōqolad,sg,fm
פנסים,panasīm,pl,ms
פקק,pqaq,sg,ms
מפתח,maftēax,sg,ms
רשימה,rešimā,sg,fm
טלפונים,ṭēlefonim,pl,ms
שמות,šemōt,pl,ms
עצמו,ʕacmō,sg,fm
רקדנית,raqdanīt,sg,fm
אודם,ʔōdem,sg,ms
קורנפלקס,qōrnfleqs,sg,ms
מפוחית,mapūxīt,sg,fm
מקלדת,miqlēdet,sg,fm
נדנדות,nadnedōt,pl,fm
שפן,šfan,sg,ms
סירתמנוע,sirātmanōaʕ,sg,fm
טיפותי,ṭipotāy,pl,fm
קלסר,qlasēr,sg,ms
סלע,sēlaʕ,sg,ms
מחשב,maxšēv,sg,ms
מחשבים,maxševīm,pl,ms
מילוי,milūy,sg,ms
רחוק,šalāṭ_raxōq,sg,ms
תבלין,tavlīn,sg,ms
רובוט,rōboṭ,sg,ms
תנורגז,tanūrgaz,sg,ms
שלומך,šlomḳā,sg,ms
מגפיים,magafāyim,pl,ms
אלבום,ʔalbōm,sg,ms
אוטוגלידה,ʔōṭoglīda,sg,ms
מכונת,meḳonāt,sg,fm
גפרור,gafrūr,sg,ms
ניצוץ,nicōc,sg,ms
מסיק,masīq,sg,ms
מנורות,menorōt,pl,fm
סרטים,sraṭīm,pl,ms
קומפוט,qompōṭ,sg,ms
מספרה,misparā,sg,fm
ארנק,ʔarnāq,sg,ms
בוקס,boqs,sg,ms
טיס,ṭayās,sg,ms
שבועות,šavuʕōt,pl,ms
צמר,cēmer,sg,ms
גפן,gēfen,sg,fm
צמרגפן,cēmergēfen,sg,ms
מעלית,maʕalīt,sg,fm
רובה,rovē,sg,ms
מזרקה,mizraqā,sg,fm
כפפות,kfafōt,pl,fm
צירים,cirīm,pl,ms
מגנט,magnēṭ,sg,ms
זרוע,zrōaʕ,sg,fm
טוסטר,ṭōsṭer,sg,ms
מכולת,makōlet,sg,fm
מילואים,miluʔīm,pl,ms
מגלצ,magleçā,sg,fm
טיפים,ṭēypim,pl,ms
מקרוגל,mīqrogal,sg,ms
סקי,sqi,sg,ms
גבעול,givʕōl,sg,ms
מזנון,miznōn,sg,ms
חגיגה,xagigā,sg,fm
ציוץ,ciyūc,sg,ms
שמפו,šampō,sg,ms
מטבע,maṭbēaʕ,sg,ms
פסירכבת,pasēyrakēvet,pl,ms
הגה,hēge,sg,ms
מקלט,miqlāṭ,sg,ms
מקומות,meqomōt,pl,ms
חכם,xaḳām,sg,ms
עליך,ʕalēyḳa,pl,ms
סליל,slil,sg,ms
סינר,sinār,sg,ms
סידורים,sidurīm,pl,ms
מדורות,medurōt,pl,fm
כפפה,kfafā,sg,fm
עמידה,ʕamidā,sg,fm
שקיות,ṣaqiyōt,pl,fm
מטלית,maṭlīt,sg,fm
חיצים,xicīm,pl,ms
מזרקות,mizraqōt,pl,fm
עקיצה,ʕaqicā,sg,fm
עקיצות,ʕaqicōt,pl,fm
עבדים,ʕavadīm,pl,fm
אטריה,ʔiṭriyā,sg,fm
תליה,tliyā,sg,fm
חגב,xagāv,sg,ms
בית,beyt,sg,ms
ארונבגדים,ʔarōnbgadīm,sg,fm
דיבורים,diburīm,pl,ms
מנוף,manōf,sg,ms
משקפישמש,mišqafēyšēmeš,pl,ms
תיבתדואר,teyvātdōʔar,sg,fm
מודעה,modaʕā,sg,fm
גושים,gušīm,pl,ms
מסעדה,misʕadā,sg,fm
פופקורן,pōpqoren,sg,ms
מנעול,manʕūl,sg,ms
קירות,qirōt,pl,ms
ענפים,ʕanafīm,pl,ms
קופתחולים,qupātxolīm,sg,fm
זבוב,zvuv,sg,ms
מרוצים,merucīm,pl,ms
בעל,bāʕal,sg,ms
ביתקפה,beytqafē,sg,ms
קרח,qērax,sg,ms
פחית,paxīt,sg,fm
יצירה,yecirā,sg,fm
קטע,qēṭaʕ,sg,ms
יתוש,yatūš,sg,ms
טינר,ṭīner,sg,ms
כתמים,ktamīm,pl,ms
מפיק,mapīq,sg,ms
צמיד,camīd,sg,ms
תחנתרוח,taxanātrūax,sg,fm
רכבות,rakavōt,pl,fm
ברזים,brazīm,pl,ms
נכון,gaʕagūaʕ,sg,ms
גל,gal,sg,ms
קיטנה,qeyṭanā,sg,fm
שכיבה,šḳivā,sg,fm
שקל,šēqel,sg,ms
קונים,qonīm,pl,ms
אוטוזבל,ʔōṭozēvel,sg,ms
צנצנות,cincanōt,pl,fm
זריקות,zriqōt,pl,fm
טקסי,ṭēqsi,sg,ms
מונית,monīt,sg,fm
מצנח,micnāx,sg,ms
גונגל,ʝuq,sg,ms
שעתסיפור,šʕatsipūr,sg,fm
מעליות,maʕaliyōt,pl,fm
סתו,staw,sg,ms
יש,ʔicṭabā,sg,fm
יונים,yonīm,pl,fm
קבוצות,qvucōt,pl,fm
קבוצה,qvucā,sg,fm
חיילת,xayēlet,sg,fm
מעבר,maʕavār,sg,ms
שיפוצים,šipucīm,pl,ms
המבורגר,hāmburger,sg,ms
גנחיות,ganxayōt,sg,ms
פקקים,pqaqīm,pl,ms
קווים,qawīm,pl,ms
חוד,xod,sg,ms
עצמנו,ʕacmēnu,sg,fm
פריזר,frīzer,sg,ms
צדף,cdaf,sg,ms
תיקים,tiqīm,pl,ms
קולב,qolāv,sg,ms
אופנים,ʔofanīm,pl,ms
אופנועים,ʔofnoʕīm,pl,ms
בלונגז,balōngaz,sg,ms
יוגורט,yōgurṭ,sg,ms
מחיאותכפיים,mexiʔōtkapāyim,pl,fm
שואבאבק,šoʔēvʔavāq,sg,ms
שעות,šaʕōt,pl,fm
טובות,ṭovōt,pl,fm
מכתבים,miḳtavīm,pl,ms
שקי,ṣaqēy,pl,ms
מלון,malōn,sg,ms
עופר,ʕōfer,sg,ms
חביות,xaviyōt,pl,fm
עריסה,ʕarisā,sg,fm
קקה,qāqa,sg,ms
משרוקיות,mašroqiyōt,pl,fm
חלילית,xalilīt,sg,fm
פופיק,pūpiq,sg,ms
מדבקות,madbeqōt,pl,fm
פטנת,paṭēnt,sg,ms
מאכל,maʔaḳāl,sg,ms
נעלביית,nāʕalbāyit,sg,fm
ממחטה,mimxaṭā,sg,fm
קפיצות,qficōt,pl,fm
מוות,māwet,sg,ms
אברים,ʔevarīm,pl,ms
גרבי,garbēy,pl,ms
השתוללות,hištolelūt,sg,fm
טיפוס,ṭipūs,sg,ms
בני,bni,sg,ms
ישיבה,yešivā,sg,fm
מחאה,mexaʔā,sg,fm
צעקות,ceʕaqōt,pl,fm
צרחות,craxōt,pl,fm
סליחה,slixā,sg,fm
פרצה,pircā,sg,fm
עורב,ʕorēv,sg,ms
צמרת,camēret,sg,fm
אלף,ʔālef_bet,sg,ms
מחבוא,maxbōʔ,sg,ms
קליפת,qlipāt,sg,fm
מנחת,minxāt,sg,ms
עיניך,ʕeynēyḳa,pl,fm
אוזניך,ʔoznēyḳa,pl,fm
מובנים,muvanīm,pl,ms
ניקוי,niqūy,sg,ms
משפחתה,mišpaxtāh,sg,fm
שמך,šmeḳ,sg,ms
מזמרה,mazmerā,sg,fm
ספארי,safāʔri,sg,ms
אורח,ʔōrax,sg,fm
ספרי,sifrēy,pl,ms
דממה,dmamā,sg,fm
זבובים,zvuvīm,pl,ms
דש,daš,sg,ms
דרשתשלום,drišātšalōm,sg,fm
רעשים,reʕašīm,pl,ms
נוצה,nocā,sg,fm
קרסול,qarsōl,sg,ms
פתיח,patīax,sg,ms
ביסים,bīsim,pl,ms
מנוחה,menuxā,sg,fm
בחורה,baxurā,sg,fm
צביה,cviyā,sg,fm
שובך,šōvaḳ,sg,ms
שופר,šofār,sg,ms
חצוצרה,xacocrā,sg,fm
אוהל,ʔōhel,sg,ms
הוראות,horaʔōt,pl,fm
בדיקה,bdiqā,sg,fm
סוכות,sukōt,pl,fm
אדון,ʔadōn,sg,ms
שערו,ṣeʕarō,sg,ms
סגרי,sigrī,sg,ms
חרבן,xarbān,sg,fm
פוקים,pūqim,pl,ms
כתפיה,ktefiyā,sg,fm
שמלת,ṣimlāt,sg,fm
חרב,xērev,sg,fm
עמית,ʕamīt,sg,ms
עבודת,ʕavodāt,sg,fm
אמה,ʔamā,sg,fm
זרת,zēret,sg,ms
קמיצה,qmicā,sg,fm
חומוס,xūmus,sg,ms
טבע,ṭēvaʕ,sg,ms
טקס,ṭēqes,sg,ms
סלקל,sālqal,sg,ms
שמם,šmam,sg,ms
עופרי,ʕofrī,sg,ms
שיריערש,širēyʕēreṣ,pl,ms
סופגניות,sufganiyōt,pl,fm
קושיות,qušiyōt,pl,fm
שיפוצניקית,šipūcniqit,sg,fm
פזמון,pizmōn,sg,ms
אנטביוטיקה,ʔanṭibyōṭiqa,sg,fm
בלגנים,balagānim,pl,ms
סיבוב,sivūv,sg,ms
מצעים,macaʕīm,pl,ms
דרגה,dargā,sg,fm
אחים,ʔaxīm,pl,ms
ריכוז,rikūz,sg,ms
גיברת,givēret,sg,fm
סופגניה,sufganiyā,sg,fm
שפת,ṣfat,sg,fm
קורקינט,qōrqineṭ,sg,ms
אשמתך,ʔašmatēḳ,sg,fm
ציד,cayād,sg,ms
סיפורי,sipurēy,pl,ms
נשכן,našḳān,sg,ms
צרות,carōt,pl,fm
עוגית,ʕugiyāt,sg,fm
משרוקית,mašroqīt,sg,fm
שייש,šāyiš,sg,ms
מגנטים,magnēṭim,pl,ms
תערוכה,taʕaruḳā,sg,fm
משכורת,maṣkōret,sg,fm
מזרק,mazrēq,sg,ms
סבתות,sāvtot,pl,fm
שכל,ṣēḳel,sg,ms
נרקיסים,narqisīm,pl,ms
רקפות,raqafōt,pl,fm
צילום,cilūm,sg,ms
נרקיס,narqīs,sg,ms
שמרים,šmarīm,pl,ms
קמח,qēmax,sg,ms
בלי,nēveṭ,sg,ms
ציצי,cīci,sg,ms
חזיה,xaziyā,sg,fm
ציצים,cīcim,pl,ms
דעתי,daʕatī,sg,ms
מערוך,maʕarōḳ,sg,ms
רצון,racōn,sg,ms
סגר,sēger,sg,ms
אהובתי,ʔahuvatī,sg,fm
גסות,gasūt,sg,fm
טפיחות,ṭfixōt,pl,fm
בלנדר,blēnder,sg,ms
אפרסמון,ʔafarsemōn,sg,ms
קיווי,qīwi,sg,ms
דבק,magāʕ,sg,ms
שליפה,šlifā,sg,fm
מעגל,maʕagāl,sg,ms
מי,mey,pl,ms
מיץ,baqbuqēy,pl,ms
זברות,zēbrot,pl,fm
פומפיה,pumpiyā,sg,fm
גול,gol,sg,ms
קריאת,qriʔāt,sg,fm
הורה,hōra,sg,fm
כפיות,kapiyōt,pl,fm
חידקים,xaydaqīm,pl,ms
מחלות,maxalōt,pl,fm
מושג,muṣāg,sg,ms
נסיכה,nesiḳā,sg,fm
ממחטות,mimxaṭōt,pl,fm
שדה,šedā,sg,fm
משוכות,meṣuḳōt,pl,fm
חוברות,xovrōt,pl,fm
נקודתחן,nequdātxen,sg,fm
עסק,ʕēseq,sg,ms
טעות,ṭaʕūt,sg,fm
זיקוקים,ziquqīm,pl,ms
יתושים,yetušīm,pl,ms
הרגעה,hargaʕā,sg,fm
התחיבות,hitxayvūt,sg,fm
משפחה,mišpaxā,sg,fm
תפזורת,tifzōret,sg,fm
חומרים,xomarīm,pl,ms
גילך,gilēḳ,sg,ms
דולר,dōlar,sg,ms
נשר,nēšer,sg,ms
גוזל,gozāl,sg,ms
בעלי,baʕalēy,pl,ms
גוזלים,gozalīm,pl,ms
תחילת,txilāt,sg,fm
סירים,sirīm,pl,ms
סנאים,snaʔīm,pl,ms
דמויות,dmuyōt,pl,fm
צילומים,cilumīm,pl,ms
פות,pot,sg,ms
מקורות,meqorōt,pl,ms
כאבים,keʔevīm,pl,ms
מזרן,mizrān,sg,ms
עיגולי,ʕigulēy,pl,ms
אוצר,ʔocār,sg,ms
מצברוח,macāvrūax,sg,ms
אורכו,ʔorkō,sg,ms
דמיון,dimyōn,sg,ms
משקפי,mišqafēy,pl,ms
גומי,gūmi,sg,ms
חלקי,xelqēy,pl,ms
מתכת,matēḳet,sg,fm
חדק,xēdeq,sg,ms
במה,bamā,sg,fm
תאטרון,teʔaṭrōn,sg,ms
בדיל,bdil,sg,ms
קורנפלקס,qōrenfleqs,sg,ms
יויו,yōyo,sg,ms
אלוהים,ʔelohīm,sg,ms
אדם,ʔadām,sg,ms
קלמר,qalmār,sg,ms
כבש,kēveṣ,sg,ms
הרכבה,harkavā,sg,fm
פתקים,ptaqīm,pl,ms
חבורה,xavurā,sg,fm
דומינו,dōmino,sg,ms
שפתיים,ṣfatāyim,pl,ms
טריק,ṭriq,sg,ms
הרכבות,harkavōt,pl,fm
סבתי,savatī,sg,fm
גרביונים,garbiyōnim,pl,ms
להבים,lehavīm,pl,ms
סדרות,sdarōt,pl,fm
סברס,sābres,sg,ms
סברסים,sābresim,pl,ms
אחוז,ʔaxūz,sg,ms
ארונות,ʔaronōt,pl,ms
סדרים,sdarīm,pl,ms
קשואים,qišuʔīm,pl,ms
פטריות,piṭriyōt,pl,fm
כניסה,knisā,sg,fm
רעיונות,raʕayonōt,pl,ms
דורבן,dorbān,sg,ms
תורי,torī,sg,ms
תורך,torēḳ,sg,ms
אילים,ʔayalīm,pl,ms
קלטות,qalaṭōt,pl,fm
גלגולים,gilgulīm,pl,ms
יריד,yarīd,sg,ms
קלקר,qālqar,sg,ms
תפקיד,tafqīd,sg,ms
חורשת,xuršāt,sg,fm
אריה,ʔaryē,sg,ms
